restaurant_id,name,location,rating,total_ratings,price_for_2,cusines
402783,Kouzina Kafe - The Food Court,Vasanth Nagar,3.5,50,150,Bakery
402783,Kouzina Kafe - The Food Court,Vasanth Nagar,3.5,50,150,Desserts
560152,Sandwich N Burger,BTM Layout,4.0,4,200,Bakery
560152,Sandwich N Burger,BTM Layout,4.0,4,200,Beverages
530679,Manchurian Bites,BTM Layout,4.0,4,300,Chinese
530679,Manchurian Bites,BTM Layout,4.0,4,300,Indian
364786,Tasty Food of Kolkata,Yeshwantpur,4.0,4,300,North Indian
364786,Tasty Food of Kolkata,Yeshwantpur,4.0,4,300,Biryani
510228,Frosty Frills,Koramangala,4.0,100,100,Desserts
510228,Frosty Frills,Koramangala,4.0,100,100,Ice Cream
318481,MAGGI BABA,Central Bangalore,3.1,20,250,Beverages
318481,MAGGI BABA,Central Bangalore,3.1,20,250,Ice Cream
318485,Breakfast,Central Bangalore,3.2,20,100,Juices
318485,Breakfast,Central Bangalore,3.2,20,100,Healthy Food
690684,Burgerama,Koramangala,4.7,50,700,American
402678,Mahi Bakehouse,Adugodi,4.0,4,1200,Bakery
290059,Ministry of Ice Creams,Koramangala,3.7,100,200,Ice Cream
290059,Ministry of Ice Creams,Koramangala,3.7,100,200,Desserts
318476,DILWALE RESTAURANT,Central Bangalore,3.6,50,300,Juices
318476,DILWALE RESTAURANT,Central Bangalore,3.6,50,300,Beverages
591327,Desi Chulha,Indiranagar,3.2,50,10,South Indian
591327,Desi Chulha,Indiranagar,3.2,50,10,Biryani
659499,Coffee and Cream,R.T. Nagar,4.0,4,150,Beverages
659499,Coffee and Cream,R.T. Nagar,4.0,4,150,Fast Food
402719,Cupcake Bliss Cake & Desserts,Vasanth Nagar,3.7,100,200,Bakery
402719,Cupcake Bliss Cake & Desserts,Vasanth Nagar,3.7,100,200,Desserts
475806,Rollicious,Koramangala,3.4,50,150,Fast Food
475806,Rollicious,Koramangala,3.4,50,150,Chinese
698933,China Town,R.T. Nagar,4.0,4,300,Chinese
405432,Bhojnayala,Jayanagar,4.0,4,200,Punjabi
405432,Bhojnayala,Jayanagar,4.0,4,200,North Indian
328099,Ancient CHINESE HOUSE,BTM Layout,4.0,1000,300,Chinese
50571,Taj Hotel,Shivaji Nagar,4.1,1000,500,Chinese
50571,Taj Hotel,Shivaji Nagar,4.1,1000,500,Mughlai
553423,Dawat Durbar,Shivaji Nagar,4.0,20,200,North Indian
553423,Dawat Durbar,Shivaji Nagar,4.0,20,200,Chinese
485632,Amma's Kitchen,Koramangala,4.0,4,250,Chinese
513495,Ambur Biryani Town,Nagawara,4.0,4,500,Biryani
513495,Ambur Biryani Town,Nagawara,4.0,4,500,Kebabs
27752,The Paramount Hotel,Domlur,3.8,5000,300,Indian
27752,The Paramount Hotel,Domlur,3.8,5000,300,Biryani
444178,Magnolia Bakery,Indiranagar,4.6,5000,500,Bakery
444178,Magnolia Bakery,Indiranagar,4.6,5000,500,Desserts
314879,limelight-Royal Orchid Hotel,Royal Orchid Hotel,4.0,100,250,North Indian
314879,limelight-Royal Orchid Hotel,Royal Orchid Hotel,4.0,100,250,Indian
511697,Hyderabadi Mandi House,R.T. Nagar,1.9,20,350,Biryani
511697,Hyderabadi Mandi House,R.T. Nagar,1.9,20,350,Kebabs
520804,Starboy Pizza & Shakes,New Bel Road,3.6,50,300,Pizzas
520804,Starboy Pizza & Shakes,New Bel Road,3.6,50,300,Italian
362029,USTAD BIRIYANI,HSR Layout,4.1,100,250,Biryani
362029,USTAD BIRIYANI,HSR Layout,4.1,100,250,Hyderabadi
429366,Maison Du Brownie and Cheese Cake,Indiranagar,4.5,500,200,Desserts
540631,Pizza Castle,J.P. Nagar,4.0,4,450,Pizzas
540631,Pizza Castle,J.P. Nagar,4.0,4,450,Snacks
520210,Ambur 5 Star Biryani,R.T. Nagar,1.9,50,350,Biryani
520210,Ambur 5 Star Biryani,R.T. Nagar,1.9,50,350,Snacks
675986,Leaf Biryani,Koramangala,4.0,4,350,Biryani
675986,Leaf Biryani,Koramangala,4.0,4,350,Indian
151430,Midnight Pizza And Food,Indiranagar,3.7,100,200,Pizzas
151430,Midnight Pizza And Food,Indiranagar,3.7,100,200,Chinese
437093,WoodFire Pizza House,Koramangala,4.2,100,200,Pizzas
437093,WoodFire Pizza House,Koramangala,4.2,100,200,Beverages
583172,Pizza Party,Indiranagar,3.7,20,150,Pizzas
429202,Shakes Sup,Sanjay Nagar,4.0,4,350,Beverages
